n_run,conf,m,grid_size,in0_storage_type,in1_storage_type,out_storage_type,dtype,math_fidelity,conversion_in0,conversion_in1,transfer_in0,transfer_in1,tilization_in0,tilization_in1,first_run,second_run,compile_time
16,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00045609474182128906,0.0003192424774169922,0.0036163330078125,0.0034139156341552734,0.3079195022583008,0.0007519721984863281,0.6125638484954834,0.0012001991271972656,0.6113636493682861
16,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00039124488830566406,0.00030875205993652344,0.007567167282104492,0.007559537887573242,0.28203296661376953,0.0013973712921142578,0.5903000831604004,0.0024755001068115234,0.5878245830535889
16,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004742145538330078,0.00031256675720214844,0.013276815414428711,0.013226032257080078,0.28034043312072754,0.0021190643310546875,0.6164834499359131,0.004674196243286133,0.611809253692627
17,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005114078521728516,0.0003345012664794922,0.0002675056457519531,0.0002300739288330078,0.30672311782836914,0.00031566619873046875,0.5835020542144775,0.00033736228942871094,0.5831646919250488
17,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.010935783386230469,0.00031566619873046875,0.00042700767517089844,0.0003757476806640625,0.2835352420806885,0.0003097057342529297,0.5965633392333984,0.00037384033203125,0.5961894989013672
17,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.005978107452392578,0.0003094673156738281,0.0010373592376708984,0.0009610652923583984,0.2921929359436035,0.00039005279541015625,0.6034607887268066,0.0005180835723876953,0.602942705154419
17,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004246234893798828,0.00032067298889160156,0.003580331802368164,0.003445148468017578,0.28528499603271484,0.0006883144378662109,0.6125054359436035,0.0011949539184570312,0.6113104820251465
17,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00045561790466308594,0.0003101825714111328,0.007754325866699219,0.007558107376098633,0.29854702949523926,0.0014431476593017578,0.6016345024108887,0.002527952194213867,0.5991065502166748
17,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004444122314453125,0.00032401084899902344,0.013521432876586914,0.013198375701904297,0.282489538192749,0.0020914077758789062,0.6425125598907471,0.0047075748443603516,0.6378049850463867
18,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005207061767578125,0.0003077983856201172,0.0002605915069580078,0.00021839141845703125,0.2969951629638672,0.00041794776916503906,0.5680282115936279,0.0006227493286132812,0.5674054622650146
18,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.010807275772094727,0.00034356117248535156,0.00041675567626953125,0.00038051605224609375,0.28376269340515137,0.0002751350402832031,0.5793161392211914,0.00038552284240722656,0.5789306163787842
18,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0011186599731445312,0.0003407001495361328,0.010033369064331055,0.0009672641754150391,0.27681803703308105,0.0003654956817626953,0.5795769691467285,0.0005176067352294922,0.579059362411499
18,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00045108795166015625,0.0003151893615722656,0.0034132003784179688,0.0034630298614501953,0.29436349868774414,0.000675201416015625,0.6287670135498047,0.0011937618255615234,0.6275732517242432
18,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003788471221923828,0.00028252601623535156,0.0075054168701171875,0.007550716400146484,0.2885138988494873,0.0014023780822753906,0.5864558219909668,0.002534627914428711,0.5839211940765381
18,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004298686981201172,0.00036787986755371094,0.013263940811157227,0.016234874725341797,0.29981184005737305,0.0022127628326416016,0.8063139915466309,0.004895925521850586,0.8014180660247803
19,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00046324729919433594,0.0003094673156738281,0.00025391578674316406,0.00021195411682128906,0.30046582221984863,0.0002913475036621094,0.5681054592132568,0.0003705024719238281,0.567734956741333
19,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.010860681533813477,0.0003082752227783203,0.00038051605224609375,0.000370025634765625,0.287351131439209,0.0002963542938232422,0.5747478008270264,0.0003707408905029297,0.5743770599365234
19,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.004190683364868164,0.00032401084899902344,0.0035414695739746094,0.0009627342224121094,0.2829396724700928,0.0003674030303955078,0.59609055519104,0.00048661231994628906,0.5956039428710938
19,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00044155120849609375,0.0003135204315185547,0.003515958786010742,0.0035009384155273438,0.28540730476379395,0.0007045269012451172,0.6001386642456055,0.0011951923370361328,0.5989434719085693
19,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00039958953857421875,0.0003108978271484375,0.0075833797454833984,0.0075685977935791016,0.28563928604125977,0.00139617919921875,0.6055264472961426,0.002492189407348633,0.603034257888794
19,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00040435791015625,0.0011048316955566406,0.013945341110229492,0.015002012252807617,0.32946133613586426,0.002467632293701172,0.6349735260009766,0.004677295684814453,0.6302962303161621
20,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004978179931640625,0.00031757354736328125,0.00027441978454589844,0.00022983551025390625,0.32585620880126953,0.0003082752227783203,0.6182000637054443,0.00037407875061035156,0.617825984954834
20,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.010999202728271484,0.00031185150146484375,0.000423431396484375,0.0003707408905029297,0.29112887382507324,0.0002608299255371094,0.5886106491088867,0.0003402233123779297,0.5882704257965088
20,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.011340141296386719,0.0003142356872558594,0.006833553314208984,0.0009720325469970703,0.32367396354675293,0.0003688335418701172,0.6438150405883789,0.0005159378051757812,0.6432991027832031
20,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004858970642089844,0.00029206275939941406,0.0035583972930908203,0.0034914016723632812,0.31557536125183105,0.0006988048553466797,0.679410457611084,0.0012061595916748047,0.6782042980194092
20,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00032973289489746094,0.00029659271240234375,0.007503986358642578,0.007571220397949219,0.284318208694458,0.0013761520385742188,0.594674825668335,0.0024907588958740234,0.5921840667724609
20,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00040221214294433594,0.00030684471130371094,0.014235496520996094,0.013872861862182617,0.3354220390319824,0.0021347999572753906,0.6109380722045898,0.004714488983154297,0.6062235832214355
21,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005619525909423828,0.00029921531677246094,0.0002720355987548828,0.0002129077911376953,0.32773303985595703,0.0002930164337158203,0.5942904949188232,0.00041985511779785156,0.5938706398010254
21,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.010972976684570312,0.0003104209899902344,0.0004088878631591797,0.0003724098205566406,0.2978346347808838,0.0002963542938232422,0.5984835624694824,0.0003688335418701172,0.5981147289276123
21,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.009321212768554688,0.0003180503845214844,0.00099945068359375,0.0009572505950927734,0.2966501712799072,0.0003762245178222656,0.6008079051971436,0.0005228519439697266,0.6002850532531738
21,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005192756652832031,0.0003113746643066406,0.0034902095794677734,0.0034475326538085938,0.28301191329956055,0.0006844997406005859,0.6224608421325684,0.0012171268463134766,0.6212437152862549
21,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004343986511230469,0.0003008842468261719,0.007717609405517578,0.008822441101074219,0.3086395263671875,0.0016570091247558594,0.6433038711547852,0.0025365352630615234,0.6407673358917236
21,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004093647003173828,0.0003337860107421875,0.013421058654785156,0.013757467269897461,0.2894923686981201,0.0021958351135253906,0.6428163051605225,0.005014181137084961,0.6378021240234375
22,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0008225440979003906,0.000308990478515625,0.0003590583801269531,0.00021791458129882812,0.3182828426361084,0.0003058910369873047,0.6528875827789307,0.00034427642822265625,0.652543306350708
22,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.01195669174194336,0.0003218650817871094,0.0004239082336425781,0.00038695335388183594,0.318436861038208,0.0002956390380859375,0.6416711807250977,0.00037550926208496094,0.6412956714630127
22,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0007102489471435547,0.0004096031188964844,0.00888514518737793,0.0010037422180175781,0.3155827522277832,0.00035691261291503906,0.6644561290740967,0.0006489753723144531,0.6638071537017822
22,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005528926849365234,0.00031375885009765625,0.0037660598754882812,0.0034384727478027344,0.31702351570129395,0.0006997585296630859,0.6812856197357178,0.0012867450714111328,0.6799988746643066
22,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004661083221435547,0.0003173351287841797,0.007986068725585938,0.007650136947631836,0.3164072036743164,0.0015871524810791016,0.6865024566650391,0.002539396286010742,0.6839630603790283
22,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003542900085449219,0.0003750324249267578,0.013195514678955078,0.014297008514404297,0.32300496101379395,0.002156972885131836,0.7004227638244629,0.004729747772216797,0.6956930160522461
23,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005471706390380859,0.00036334991455078125,0.0002827644348144531,0.000225067138671875,0.30994343757629395,0.00027298927307128906,0.6081979274749756,0.0003368854522705078,0.6078610420227051
23,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00025153160095214844,0.0003123283386230469,0.00033855438232421875,0.00037097930908203125,0.29765915870666504,0.0002956390380859375,0.6184301376342773,0.00033783912658691406,0.6180922985076904
23,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0054607391357421875,0.00027298927307128906,0.001054525375366211,0.0009443759918212891,0.28500986099243164,0.00034689903259277344,0.6094932556152344,0.0006051063537597656,0.6088881492614746
23,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.007876873016357422,0.00030803680419921875,0.003510713577270508,0.003454923629760742,0.30860424041748047,0.0006673336029052734,0.6637794971466064,0.0012099742889404297,0.662569522857666
23,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003719329833984375,0.00028014183044433594,0.007520198822021484,0.007555723190307617,0.3007383346557617,0.0013828277587890625,0.6294393539428711,0.0024907588958740234,0.6269485950469971
23,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00039958953857421875,0.00032210350036621094,0.014317750930786133,0.013284683227539062,0.3044455051422119,0.0022284984588623047,0.6099874973297119,0.0046885013580322266,0.6052989959716797
24,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0007436275482177734,0.0004069805145263672,0.0003376007080078125,0.00033974647521972656,0.3465859889984131,0.00042438507080078125,0.7153222560882568,0.0003654956817626953,0.7149567604064941
24,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.006773233413696289,0.0003437995910644531,0.00038909912109375,0.00038433074951171875,0.2986900806427002,0.00030112266540527344,0.5914745330810547,0.0003769397735595703,0.5910975933074951
24,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0007634162902832031,0.00027751922607421875,0.002849102020263672,0.0010294914245605469,0.29611659049987793,0.0003731250762939453,0.5913138389587402,0.0005419254302978516,0.5907719135284424
24,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0006082057952880859,0.0002694129943847656,0.003816843032836914,0.0034453868865966797,0.29511594772338867,0.0007150173187255859,0.6171402931213379,0.001199960708618164,0.6159403324127197
24,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00041985511779785156,0.00033783912658691406,0.007618904113769531,0.007864236831665039,0.2964358329772949,0.0014166831970214844,0.6261129379272461,0.0025010108947753906,0.6236119270324707
24,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00042176246643066406,0.0003190040588378906,0.013312101364135742,0.013197898864746094,0.3151998519897461,0.0021352767944335938,0.6246802806854248,0.0048215389251708984,0.6198587417602539
25,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005078315734863281,0.0003113746643066406,0.0002932548522949219,0.00019025802612304688,0.31471681594848633,0.0002627372741699219,0.5913846492767334,0.0003657341003417969,0.5910189151763916
25,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.01148533821105957,0.0003573894500732422,0.0004076957702636719,0.00037360191345214844,0.29898786544799805,0.00029015541076660156,0.5796756744384766,0.0003733634948730469,0.5793023109436035
25,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.006864786148071289,0.0003008842468261719,0.001094818115234375,0.0010149478912353516,0.2989542484283447,0.0003592967987060547,0.6050002574920654,0.0005152225494384766,0.604485034942627
25,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003581047058105469,0.0003108978271484375,0.0034379959106445312,0.003450155258178711,0.30278968811035156,0.0006966590881347656,0.6462080478668213,0.0012655258178710938,0.6449425220489502
25,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00042891502380371094,0.000316619873046875,0.007539033889770508,0.0075228214263916016,0.28531312942504883,0.0013735294342041016,0.5904126167297363,0.0024688243865966797,0.5879437923431396
25,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005102157592773438,0.00030231475830078125,0.014551877975463867,0.013295888900756836,0.3076653480529785,0.0020716190338134766,0.6129155158996582,0.004717111587524414,0.6081984043121338
26,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004475116729736328,0.00032520294189453125,0.00024962425231933594,0.0002205371856689453,0.3469879627227783,0.0011684894561767578,0.6158077716827393,0.00037980079650878906,0.6154279708862305
26,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.011052608489990234,0.0003731250762939453,0.0004303455352783203,0.0003845691680908203,0.28744029998779297,0.0002963542938232422,0.6183791160583496,0.00037789344787597656,0.6180012226104736
26,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0012128353118896484,0.00031447410583496094,0.001567840576171875,0.0009577274322509766,0.28887248039245605,0.0003647804260253906,0.6019430160522461,0.0005602836608886719,0.6013827323913574
26,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004448890686035156,0.0003147125244140625,0.003475666046142578,0.003435850143432617,0.295135498046875,0.0007064342498779297,0.6057188510894775,0.0011973381042480469,0.6045215129852295
26,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00038313865661621094,0.0004189014434814453,0.007498741149902344,0.009097814559936523,0.2856123447418213,0.0014412403106689453,0.645545482635498,0.002591848373413086,0.642953634262085
26,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.004168987274169922,0.00031304359436035156,0.01368570327758789,0.013345479965209961,0.28794097900390625,0.0022568702697753906,0.6508398056030273,0.0048065185546875,0.6460332870483398
27,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00040650367736816406,0.00030994415283203125,0.0002262592315673828,0.000217437744140625,0.30137133598327637,0.00026988983154296875,0.5852062702178955,0.0003745555877685547,0.584831714630127
27,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.004679679870605469,0.0007510185241699219,0.0037078857421875,0.0003693103790283203,0.33106541633605957,0.0003066062927246094,0.8870682716369629,0.0003859996795654297,0.8866822719573975
27,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003795623779296875,0.0003094673156738281,0.0009729862213134766,0.0009603500366210938,0.30817198753356934,0.00036454200744628906,0.6058366298675537,0.0005273818969726562,0.605309247970581
27,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00048065185546875,0.0008499622344970703,0.0037279129028320312,0.0035750865936279297,0.32593393325805664,0.0008144378662109375,0.6295032501220703,0.0011603832244873047,0.628342866897583
27,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004401206970214844,0.00031948089599609375,0.00760197639465332,0.0076160430908203125,0.28836822509765625,0.001367807388305664,0.6028001308441162,0.0024881362915039062,0.6003119945526123
27,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00039458274841308594,0.00030350685119628906,0.013291358947753906,0.013161897659301758,0.2833218574523926,0.0020599365234375,0.6104068756103516,0.004742145538330078,0.6056647300720215
28,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005249977111816406,0.0003020763397216797,0.000270843505859375,0.00018978118896484375,0.3114180564880371,0.0002827644348144531,0.5846996307373047,0.00037097930908203125,0.5843286514282227
28,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.009449243545532227,0.0003414154052734375,0.00041747093200683594,0.0003783702850341797,0.31372523307800293,0.0003170967102050781,0.6380770206451416,0.0003941059112548828,0.6376829147338867
28,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0023148059844970703,0.0003814697265625,0.008973360061645508,0.0010573863983154297,0.31001925468444824,0.0004420280456542969,0.642247200012207,0.000476837158203125,0.6417703628540039
28,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00041365623474121094,0.00031065940856933594,0.0035893917083740234,0.0034754276275634766,0.2975924015045166,0.0007188320159912109,0.6505870819091797,0.0012135505676269531,0.6493735313415527
28,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.002271413803100586,0.0003266334533691406,0.008273839950561523,0.0075531005859375,0.3001089096069336,0.0014157295227050781,0.599661111831665,0.0025124549865722656,0.5971486568450928
28,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00048351287841796875,0.0003135204315185547,0.013193845748901367,0.013155698776245117,0.2785465717315674,0.0021419525146484375,0.6064651012420654,0.004689931869506836,0.6017751693725586
29,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004627704620361328,0.00030303001403808594,0.00024819374084472656,0.0002124309539794922,0.30012941360473633,0.0002586841583251953,0.581676721572876,0.0003650188446044922,0.5813117027282715
29,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.007679462432861328,0.0003082752227783203,0.0003376007080078125,0.000370025634765625,0.29203224182128906,0.0002911090850830078,0.5874712467193604,0.0003688335418701172,0.5871024131774902
29,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.008994579315185547,0.00028228759765625,0.0012612342834472656,0.0009324550628662109,0.29114460945129395,0.0003380775451660156,0.5911242961883545,0.0005402565002441406,0.5905840396881104
29,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00044465065002441406,0.0003097057342529297,0.003489255905151367,0.0034651756286621094,0.31293535232543945,0.0007014274597167969,0.601151704788208,0.001199960708618164,0.5999517440795898
29,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003418922424316406,0.0003185272216796875,0.00750279426574707,0.0075528621673583984,0.27971458435058594,0.0013966560363769531,0.6018698215484619,0.0024650096893310547,0.5994048118591309
29,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0017936229705810547,0.001567840576171875,0.013143539428710938,0.014454364776611328,0.3639225959777832,0.0021436214447021484,0.6771848201751709,0.004663705825805664,0.6725211143493652
30,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005681514739990234,0.00030803680419921875,0.00029969215393066406,0.00021219253540039062,0.3943052291870117,0.00026726722717285156,0.6087820529937744,0.00037407875061035156,0.6084079742431641
30,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.011256933212280273,0.00032448768615722656,0.00043654441833496094,0.0003981590270996094,0.35543227195739746,0.0002810955047607422,0.6531736850738525,0.00043010711669921875,0.6527435779571533
30,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0014767646789550781,0.0003337860107421875,0.009952306747436523,0.0010502338409423828,0.2989778518676758,0.00042438507080078125,0.9331667423248291,0.0005397796630859375,0.9326269626617432
30,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0004916191101074219,0.00033736228942871094,0.003505706787109375,0.003583669662475586,0.3387444019317627,0.0007526874542236328,0.6936154365539551,0.0012111663818359375,0.6924042701721191
30,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00042629241943359375,0.0006182193756103516,0.0077135562896728516,0.008066892623901367,0.3265042304992676,0.0014445781707763672,0.7486574649810791,0.0026292800903320312,0.7460281848907471
30,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0003750324249267578,0.0003063678741455078,0.013200044631958008,0.013121604919433594,0.2811765670776367,0.0020813941955566406,0.5941486358642578,0.0049285888671875,0.5892200469970703
31,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0005810260772705078,0.0004394054412841797,0.00026488304138183594,0.0003097057342529297,0.458707332611084,0.00036334991455078125,1.0207366943359375,0.0005004405975341797,1.0202362537384033
31,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.00043892860412597656,0.00031876564025878906,0.00040149688720703125,0.0004711151123046875,0.43239593505859375,0.0003387928009033203,0.8575527667999268,0.00038433074951171875,0.857168436050415
31,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0034189224243164062,0.0012886524200439453,0.0010726451873779297,0.002302885055541992,0.41317296028137207,0.0010132789611816406,1.0086803436279297,0.0005724430084228516,1.0081079006195068
31,f16_m2,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.007797718048095703,0.0003044605255126953,0.005706310272216797,0.0034575462341308594,0.35007524490356445,0.0007550716400146484,0.7915582656860352,0.0013554096221923828,0.7902028560638428
31,f16_m2,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.003967761993408203,0.0005092620849609375,0.010013103485107422,0.008398056030273438,0.3350515365600586,0.0014455318450927734,0.6815571784973145,0.0026373863220214844,0.678919792175293
31,f16_m2,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0009407997131347656,0.00032830238342285156,0.01463460922241211,0.013609886169433594,0.31056714057922363,0.002202749252319336,0.7699177265167236,0.004857778549194336,0.7650599479675293
32,f16_m2,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.011411428451538086,0.00028777122497558594,0.0002675056457519531,0.0002181529998779297,0.35752248764038086,0.000278472900390625,0.6608986854553223,0.0004355907440185547,0.6604630947113037
32,f16_m2,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.002128124237060547,0.0002982616424560547,0.006928682327270508,0.0004208087921142578,0.33654332160949707,0.0003216266632080078,0.6748812198638916,0.0003261566162109375,0.6745550632476807
32,f16_m2,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi2,0.0076634883880615234,0.0003337860107421875,0.0009906291961669922,0.0009844303131103516,0.30364346504211426,0.0003993511199951172,0.6868524551391602,0.0005288124084472656,0.6863236427307129
