n_run,conf,m,grid_size,in0_storage_type,in1_storage_type,out_storage_type,dtype,math_fidelity,conversion_in0,conversion_in1,transfer_in0,transfer_in1,tilization_in0,tilization_in1,first_run,second_run,compile_time
3,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003237724304199219,0.00026798248291015625,0.0009627342224121094,0.000978708267211914,0.2807128429412842,0.00036025047302246094,0.5826783180236816,0.0005450248718261719,0.5821332931518555
3,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00034236907958984375,0.00031304359436035156,0.003391742706298828,0.0034389495849609375,0.2793891429901123,0.000759124755859375,0.603452205657959,0.0011968612670898438,0.6022553443908691
3,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003368854522705078,0.00032901763916015625,0.007505655288696289,0.007536172866821289,0.275317907333374,0.0014257431030273438,0.5921719074249268,0.0025038719177246094,0.5896680355072021
3,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004520416259765625,0.000324249267578125,0.01311182975769043,0.013020753860473633,0.27816343307495117,0.0021042823791503906,0.6174736022949219,0.004657268524169922,0.612816333770752
4,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00047850608825683594,0.0002982616424560547,0.0002465248107910156,0.00018143653869628906,0.2923624515533447,0.0002567768096923828,0.5648810863494873,0.0004341602325439453,0.5644469261169434
4,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.011140823364257812,0.0002677440643310547,0.0003895759582519531,0.00041675567626953125,0.2814362049102783,0.0002987384796142578,0.5885534286499023,0.0003676414489746094,0.5881857872009277
4,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.007920980453491211,0.0003018379211425781,0.0011515617370605469,0.0009648799896240234,0.2780649662017822,0.000370025634765625,0.5986826419830322,0.0005280971527099609,0.5981545448303223
4,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00044345855712890625,0.0003094673156738281,0.003526926040649414,0.003445148468017578,0.2856123447418213,0.0006747245788574219,0.5885803699493408,0.0011949539184570312,0.5873854160308838
4,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00043272972106933594,0.00031280517578125,0.007585287094116211,0.0075418949127197266,0.2782416343688965,0.001405477523803711,0.5991349220275879,0.002518177032470703,0.5966167449951172
4,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0018589496612548828,0.00031757354736328125,0.013292312622070312,0.01321268081665039,0.2799034118652344,0.0020813941955566406,0.604536771774292,0.004837512969970703,0.5996992588043213
5,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004868507385253906,0.0002932548522949219,0.0002541542053222656,0.00019288063049316406,0.29897546768188477,0.0002818107604980469,0.5682415962219238,0.0003731250762939453,0.5678684711456299
5,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.005718708038330078,0.0003077983856201172,0.0008983612060546875,0.00037097930908203125,0.2883565425872803,0.000286102294921875,0.570458173751831,0.0003254413604736328,0.5701327323913574
5,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00032782554626464844,0.0003070831298828125,0.0009579658508300781,0.0009930133819580078,0.2865941524505615,0.00036525726318359375,0.5850470066070557,0.0005090236663818359,0.5845379829406738
5,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00036215782165527344,0.00032210350036621094,0.003553628921508789,0.003426074981689453,0.2858445644378662,0.0007159709930419922,0.6056234836578369,0.001209259033203125,0.6044142246246338
5,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004246234893798828,0.0003159046173095703,0.0076313018798828125,0.007535219192504883,0.2819054126739502,0.0013728141784667969,0.5920290946960449,0.002488374710083008,0.5895407199859619
5,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00043773651123046875,0.0002803802490234375,0.013317346572875977,0.01314091682434082,0.2784709930419922,0.002088785171508789,0.6169254779815674,0.004683017730712891,0.6122424602508545
6,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004699230194091797,0.00030040740966796875,0.0002491474151611328,0.00021076202392578125,0.29660654067993164,0.00029277801513671875,0.5712437629699707,0.00038361549377441406,0.5708601474761963
6,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010887384414672852,0.00031447410583496094,0.00041294097900390625,0.00036406517028808594,0.28557467460632324,0.0002522468566894531,0.5868685245513916,0.0003695487976074219,0.5864989757537842
6,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.005834341049194336,0.00030922889709472656,0.0010221004486083984,0.0009512901306152344,0.2822136878967285,0.0004172325134277344,0.5815601348876953,0.0005269050598144531,0.5810332298278809
6,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00043654441833496094,0.0003104209899902344,0.003546476364135742,0.0034711360931396484,0.28167247772216797,0.0006961822509765625,0.6169345378875732,0.001270294189453125,0.6156642436981201
6,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003886222839355469,0.00032401084899902344,0.007512569427490234,0.007536888122558594,0.2810978889465332,0.0014171600341796875,0.5919895172119141,0.002490520477294922,0.5894989967346191
6,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004100799560546875,0.0003185272216796875,0.013188838958740234,0.01318812370300293,0.27898573875427246,0.0020720958709716797,0.6078212261199951,0.004897594451904297,0.6029236316680908
7,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.000484466552734375,0.00030803680419921875,0.00025844573974609375,0.00021696090698242188,0.30231475830078125,0.0003027915954589844,0.8173551559448242,0.00037860870361328125,0.8169765472412109
7,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010722637176513672,0.00030517578125,0.00038909912109375,0.0003998279571533203,0.28367018699645996,0.0002872943878173828,0.5782561302185059,0.0003619194030761719,0.5778942108154297
7,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.011001348495483398,0.0003094673156738281,0.0010118484497070312,0.0009517669677734375,0.28172755241394043,0.00036787986755371094,0.5892534255981445,0.0005195140838623047,0.5887339115142822
7,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004374980926513672,0.0003020763397216797,0.003523111343383789,0.0034580230712890625,0.2847292423248291,0.0007011890411376953,0.5903000831604004,0.0012125968933105469,0.5890874862670898
7,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003921985626220703,0.0003116130828857422,0.007523298263549805,0.00754857063293457,0.27588963508605957,0.001405477523803711,0.5777139663696289,0.0025415420532226562,0.5751724243164062
7,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004229545593261719,0.0003094673156738281,0.013304471969604492,0.013169288635253906,0.27723240852355957,0.002065896987915039,0.5987274646759033,0.0047986507415771484,0.5939288139343262
8,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.001295328140258789,0.00033402442932128906,0.0006251335144042969,0.00021886825561523438,0.29876136779785156,0.0002942085266113281,0.5672998428344727,0.0004401206970214844,0.5668597221374512
8,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010759830474853516,0.0002868175506591797,0.00043201446533203125,0.0003299713134765625,0.2864553928375244,0.00025534629821777344,0.5780785083770752,0.0003478527069091797,0.577730655670166
8,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010915279388427734,0.0003056526184082031,0.0010461807250976562,0.0009539127349853516,0.2768409252166748,0.0003554821014404297,0.5872249603271484,0.0005214214324951172,0.5867035388946533
8,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00035500526428222656,0.00031280517578125,0.003505706787109375,0.003468036651611328,0.2872471809387207,0.0006892681121826172,0.5935280323028564,0.001207590103149414,0.592320442199707
8,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00042128562927246094,0.00030684471130371094,0.007642269134521484,0.007550716400146484,0.28009510040283203,0.001390218734741211,0.5893533229827881,0.0025260448455810547,0.586827278137207
8,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0014247894287109375,0.0002796649932861328,0.013302803039550781,0.013202905654907227,0.29208898544311523,0.002150297164916992,0.654247522354126,0.0048444271087646484,0.6494030952453613
9,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003960132598876953,0.0003745555877685547,0.00020360946655273438,0.00022172927856445312,0.29823780059814453,0.0003006458282470703,0.57503342628479,0.00043082237243652344,0.5746026039123535
9,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0002472400665283203,0.0003101825714111328,0.000335693359375,0.0003807544708251953,0.29532670974731445,0.00029397010803222656,0.5779273509979248,0.0003387928009033203,0.5775885581970215
9,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.006546974182128906,0.00030612945556640625,0.0010454654693603516,0.0009584426879882812,0.28097009658813477,0.0003540515899658203,0.5839765071868896,0.0005147457122802734,0.5834617614746094
9,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004413127899169922,0.00031375885009765625,0.003537416458129883,0.0034589767456054688,0.28499460220336914,0.0006804466247558594,0.591620922088623,0.0012145042419433594,0.5904064178466797
9,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00041556358337402344,0.00031828880310058594,0.007480144500732422,0.007525920867919922,0.2767767906188965,0.0013971328735351562,0.6031284332275391,0.002529621124267578,0.6005988121032715
9,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003478527069091797,0.00031304359436035156,0.01307225227355957,0.013133764266967773,0.2780282497406006,0.002132892608642578,0.5977494716644287,0.004822492599487305,0.5929269790649414
10,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00043511390686035156,0.00030994415283203125,0.00021505355834960938,0.00021958351135253906,0.2968878746032715,0.0002989768981933594,0.5634384155273438,0.00036406517028808594,0.5630743503570557
10,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0107879638671875,0.0003101825714111328,0.00037288665771484375,0.0003666877746582031,0.28483080863952637,0.00029277801513671875,0.5764379501342773,0.0003426074981689453,0.5760953426361084
10,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.009444475173950195,0.00031304359436035156,0.001018524169921875,0.0009558200836181641,0.27930116653442383,0.00037288665771484375,0.5883634090423584,0.0005171298980712891,0.5878462791442871
10,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00042891502380371094,0.00031828880310058594,0.0034503936767578125,0.0034341812133789062,0.2837846279144287,0.0006999969482421875,0.5920405387878418,0.001178741455078125,0.5908617973327637
10,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004315376281738281,0.00030922889709472656,0.007567167282104492,0.007570028305053711,0.2818434238433838,0.0014121532440185547,0.6006255149841309,0.0024614334106445312,0.5981640815734863
10,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00039315223693847656,0.0003120899200439453,0.013134479522705078,0.013144254684448242,0.2816894054412842,0.002083301544189453,0.6356852054595947,0.004655599594116211,0.6310296058654785
11,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004379749298095703,0.0003135204315185547,0.0002396106719970703,0.0002231597900390625,0.30215024948120117,0.00025200843811035156,0.5856294631958008,0.00036334991455078125,0.58526611328125
11,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010912895202636719,0.0003304481506347656,0.0003814697265625,0.00034737586975097656,0.28560709953308105,0.0002942085266113281,0.5771870613098145,0.0003612041473388672,0.5768258571624756
11,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.006874799728393555,0.00030422210693359375,0.0011167526245117188,0.0010180473327636719,0.281085729598999,0.00038242340087890625,0.5858337879180908,0.0005164146423339844,0.5853173732757568
11,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.000431060791015625,0.00031495094299316406,0.003558635711669922,0.0034415721893310547,0.28417086601257324,0.0006954669952392578,0.6087019443511963,0.0012133121490478516,0.6074886322021484
11,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.000385284423828125,0.00032806396484375,0.007647514343261719,0.0075321197509765625,0.27598023414611816,0.0013604164123535156,0.5935797691345215,0.002496004104614258,0.5910837650299072
11,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00038909912109375,0.0003180503845214844,0.013254404067993164,0.013117074966430664,0.27454710006713867,0.002144336700439453,0.5960640907287598,0.004770994186401367,0.5912930965423584
12,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004940032958984375,0.00031256675720214844,0.00025725364685058594,0.00021767616271972656,0.2983262538909912,0.0002968311309814453,0.5691940784454346,0.00032973289489746094,0.5688643455505371
12,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.01055288314819336,0.0003116130828857422,0.00041174888610839844,0.0003743171691894531,0.2889847755432129,0.0002963542938232422,0.5818338394165039,0.00036978721618652344,0.5814640522003174
12,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004096031188964844,0.0002663135528564453,0.001010894775390625,0.0010221004486083984,0.288740873336792,0.0003638267517089844,0.6044659614562988,0.0005052089691162109,0.6039607524871826
12,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00042939186096191406,0.0002751350402832031,0.0035026073455810547,0.0034668445587158203,0.28139448165893555,0.0007181167602539062,0.5981764793395996,0.0012216567993164062,0.5969548225402832
12,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003883838653564453,0.00031447410583496094,0.0076448917388916016,0.007555961608886719,0.2820138931274414,0.0013995170593261719,0.590578556060791,0.0024917125701904297,0.5880868434906006
12,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004069805145263672,0.00027561187744140625,0.013209342956542969,0.013159990310668945,0.27646780014038086,0.0021181106567382812,0.5975010395050049,0.004912614822387695,0.5925884246826172
13,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00048732757568359375,0.00030517578125,0.0002570152282714844,0.0002205371856689453,0.29912781715393066,0.00029754638671875,0.5652103424072266,0.00040459632873535156,0.5648057460784912
13,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010847091674804688,0.00030875205993652344,0.0003955364227294922,0.0003705024719238281,0.2851724624633789,0.00029850006103515625,0.5831186771392822,0.00037097930908203125,0.5827476978302002
13,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.009430408477783203,0.00030994415283203125,0.001043081283569336,0.0009632110595703125,0.28144145011901855,0.0004317760467529297,0.587874174118042,0.0005195140838623047,0.5873546600341797
13,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004029273986816406,0.0002913475036621094,0.0033969879150390625,0.0034580230712890625,0.28308892250061035,0.000690460205078125,0.5911831855773926,0.0011868476867675781,0.589996337890625
13,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003960132598876953,0.0003151893615722656,0.007744789123535156,0.008543252944946289,0.30322742462158203,0.001493692398071289,0.6313812732696533,0.0024776458740234375,0.6289036273956299
13,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003476142883300781,0.00028324127197265625,0.013376474380493164,0.013217687606811523,0.29810118675231934,0.002138376235961914,0.635657548904419,0.004681110382080078,0.6309764385223389
14,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.001421213150024414,0.0003135204315185547,0.0007278919219970703,0.00022077560424804688,0.2993283271789551,0.00031113624572753906,0.600860595703125,0.00037288665771484375,0.6004877090454102
14,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010746002197265625,0.00031948089599609375,0.0003705024719238281,0.00037407875061035156,0.2863430976867676,0.00030517578125,0.5810601711273193,0.00036835670471191406,0.5806918144226074
14,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.004576444625854492,0.0003178119659423828,0.0009739398956298828,0.000957489013671875,0.28194665908813477,0.0003752708435058594,0.6203722953796387,0.0005216598510742188,0.6198506355285645
14,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00048542022705078125,0.00036454200744628906,0.003599882125854492,0.003365039825439453,0.28298091888427734,0.0006933212280273438,0.6050934791564941,0.0012137889862060547,0.6038796901702881
14,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0005962848663330078,0.0003266334533691406,0.007622241973876953,0.007542848587036133,0.2787928581237793,0.001382589340209961,0.5885055065155029,0.002485036849975586,0.5860204696655273
14,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0004277229309082031,0.0002777576446533203,0.013264894485473633,0.013259172439575195,0.27686071395874023,0.0021088123321533203,0.6031224727630615,0.004805088043212891,0.5983173847198486
15,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0013942718505859375,0.0003077983856201172,0.0007178783416748047,0.00018644332885742188,0.3016469478607178,0.0002601146697998047,0.5744724273681641,0.0003654956817626953,0.5741069316864014
15,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.008642196655273438,0.00031256675720214844,0.0003972053527832031,0.0003681182861328125,0.28612852096557617,0.0002658367156982422,0.5898339748382568,0.0003457069396972656,0.5894882678985596
15,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.010281085968017578,0.00040721893310546875,0.0010457038879394531,0.0009663105010986328,0.27876758575439453,0.0003845691680908203,0.5842230319976807,0.0005071163177490234,0.5837159156799316
15,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00043082237243652344,0.0002818107604980469,0.003539562225341797,0.0034329891204833984,0.28415346145629883,0.0006852149963378906,0.6095747947692871,0.0011959075927734375,0.6083788871765137
15,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00041985511779785156,0.0003783702850341797,0.007653474807739258,0.007468461990356445,0.2802889347076416,0.0013709068298339844,0.5870537757873535,0.0024750232696533203,0.5845787525177002
15,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00039124488830566406,0.0004031658172607422,0.013176679611206055,0.01320338249206543,0.27871179580688477,0.0020792484283447266,0.5969657897949219,0.00477910041809082,0.592186689376831
16,f16_m4,256,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00048804283142089844,0.0002727508544921875,0.0002567768096923828,0.00017547607421875,0.29758524894714355,0.00032901763916015625,0.5668981075286865,0.0003829002380371094,0.5665152072906494
16,f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.01092386245727539,0.0003190040588378906,0.00034737586975097656,0.00036787986755371094,0.28671979904174805,0.0002846717834472656,0.5973846912384033,0.000362396240234375,0.597022294998169
16,f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0049784183502197266,0.0003082752227783203,0.001009225845336914,0.0009653568267822266,0.28351688385009766,0.0003857612609863281,0.5782656669616699,0.000522613525390625,0.5777430534362793
16,f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.00044465065002441406,0.0003414154052734375,0.0035140514373779297,0.0034661293029785156,0.28611254692077637,0.0007085800170898438,0.5981273651123047,0.0012025833129882812,0.5969247817993164
16,f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003726482391357422,0.0003249645233154297,0.0075533390045166016,0.007495880126953125,0.27562475204467773,0.0014369487762451172,0.5818595886230469,0.0024776458740234375,0.5793819427490234
16,f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,0.0003910064697265625,0.00031828880310058594,0.013223648071289062,0.013165473937988281,0.28052711486816406,0.0020875930786132812,0.6012516021728516,0.0046956539154052734,0.5965559482574463
