conversion_in0,conversion_in1,transfer_in0,transfer_in1,tilization_in0,tilization_in1,first_run,second_run,compile_time
0.001054768562316846,0.000324029922485302,0.00057292938232417,0.000227813720703079,0.3247309637069702,0.00031193733215327,0.6385081362724304,0.00038982868194575,0.6381183075904846
0.0077847409248351564,0.00033524513244624204,0.001328799724578805,0.000382792949676469,0.3075265598297119,0.00030725240707393396,0.6377569627761841,0.000378787517547563,0.6373781752586365
0.004596018791198684,0.000342650413513134,0.002256174087524366,0.001007380485534611,0.302348895072937,0.000385391712188671,0.6415809392929077,0.00054049491882319,0.6410404443740845
0.0008844900131225051,0.000325555801391557,0.003824203014373731,0.003489160537719678,0.3031264734268188,0.000717349052429149,0.6558952713012696,0.001267437934875435,0.6546278333663941
0.000934593677520704,0.000332109928131056,0.008025286197662303,0.007701466083526562,0.29804814338684077,0.001480283737182563,0.6404968619346618,0.0026171207427978034,0.637879741191864
0.000930414199829054,0.00036137104034419,0.013743882179260208,0.013534336090087837,0.29881070375442503,0.00214798450469966,0.6520418500900269,0.004820868968963569,0.6472209811210632
