m,run,tflops,power
256,323.2256571451823,0.10381116491915261,35.3295
512,111.19286219278972,2.4141428748778684,53.0125
1024,508.0318450927735,4.227065032917062,80.125
2048,3032.1566263834634,5.665891080465358,132.0385
3072,9877.893924713135,5.869880658561928,173.013
4096,23039.03897603353,5.965481182395305,180.982
8192,179178.36745580038,6.136408336498695,195.5115
