m,run,tflops,power,powermon
512,20.181584358215332,13.301368832555633,93.5195,92.85416666666667
1024,32.44659105936686,66.22135070648419,132.71733333333336,142.13683333333333
2048,128.5306453704834,133.68259165124516,193.93650000000002,285.51271367521366
4096,570.374608039856,240.9810062097813,263.28833333333336,441.9875163860831
8192,3810.0237290064492,288.58413770462244,279.14416666666665,473.29329588307627
