conf,m,cores,grid_size,in0_storage_type,in1_storage_type,out_storage_type,dtype,math_fidelity,conversion_in0,conversion_in1,transfer_in0,transfer_in1,tilization_in0,tilization_in1,inference_avg,voltage,current,power,aiclk,temp,iters
f16_m4,5120,64,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,428.06688800886127,263.1569445246436,20399.660635395852,20375.357987587617,3001.8105911699668,3002.1291129673186,7776.029181965355,0.7599733333333305,43.0,33.97,1000.0,52.8175,300
f16_m4,6144,64,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,426.7073399151239,265.3894540831374,29320.544009329566,29229.83577748438,4475.055932099878,4433.429665051582,12698.129282140491,0.7599333333333305,43.0,34.0,1000.0,52.736666666666665,300
f16_m4,7168,64,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,442.8126816932526,266.38396908281163,40008.77401680794,39976.02122977532,5740.051357196457,5695.365161304429,19092.872784211275,0.7599433333333304,43.0,34.0,1000.0,52.58583333333333,300
f16_m4,256,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,201.66065611871565,196.55871553383844,169.63309364867996,166.86618552508722,217.11464339995337,209.2098648791875,288.52447826780116,0.7599899999999972,35.0,26.0,1000.0,50.71958333333333,300
f16_m4,512,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,222.8013973281568,193.05488728862707,322.75450299314707,324.45717139893173,247.70045152911294,219.7840506912134,293.87883118714427,0.7599733333333305,35.0,26.0,1000.0,51.1590625,300
f16_m4,1024,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,268.52720776882296,218.46051913320875,962.3684768752512,935.6448742499982,354.3565284278393,329.3055475338764,431.08219898442155,0.7599316666666638,38.13666666666666,28.453333333333333,1000.0,51.48857638888889,300
f16_m4,2048,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,332.5055734060629,196.6629405985926,3428.4226129305475,3367.6756379737326,684.2813016445248,644.6903540033951,906.87388692711,0.7599466666666638,42.733333333333334,33.47,1000.0,51.845416666666665,300
f16_m4,3072,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,413.48833399580076,219.38440538714394,7500.796280210779,7562.394601922365,1390.2832037612268,1360.9959380779167,1879.8559355616705,0.7599799999999971,43.013333333333335,34.0,1000.0,52.31729166666667,300
f16_m4,4096,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,410.2589407558648,254.461891563444,13225.072978639895,13099.763437099344,2101.192415967596,2058.7293737775567,3696.50770471825,0.7599799999999971,42.99666666666667,33.97666666666667,1000.0,52.62166666666667,300
f16_m4,5120,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,419.83208984432457,260.11762133127246,20401.96411665284,20384.7315667523,3005.792431702357,2982.80326192339,7186.177262581624,0.7599599999999973,43.0,34.0,1000.0,52.723864087301585,300
f16_m4,6144,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,417.3219150953473,261.0648774585979,29314.39946085119,29234.353607285168,4470.4307084660195,4434.778297839015,10352.950292291396,0.7599399999999971,42.99666666666667,33.986666666666665,1000.0,52.647708333333334,300
f16_m4,7168,72,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,426.59183990767355,263.91781545745437,40030.524648856044,39941.48705609802,5739.743684566543,5695.807329926994,15700.461306825307,0.759899999999997,43.0,33.99333333333333,1000.0,52.493125,300
f16_m4,8192,1,"(1, 1)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,2422.98%,27.53%,44314.93361790975,24.81131162817844,0.7615000000000001,52.5,38.0,991.0,49.625,300
f16_m4,8192,2,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1197.62%,27.22%,44827.97940572103,24.527351942962618,0.75,61.0,46.0,946.0,55.125,300
f16_m4,8192,4,"(2, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,594.15%,27.01%,45179.859797159836,24.33632226200753,0.749,58.0,43.5,981.5,57.84375,300
f16_m4,8192,8,"(2, 4)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,296.89%,26.99%,45208.1815401713,24.32107619279025,0.7464999999999999,58.0,44.0,980.0,58.59375,300
f16_m4,8192,16,"(4, 4)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,148.15%,26.94%,45297.71407445272,24.273004725333575,0.76,56.5,42.5,975.5,59.59375,300
f16_m4,8192,32,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,74.02%,26.92%,45332.14092254639,24.25457093797101,0.75,60.0,45.0,961.0,59.625,300
f16_m4,8192,64,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,37.03%,26.93%,45313.123067220055,24.264750547979713,0.75,58.0,44.0,979.0,59.375,300
f16_m4,8192,72,"(9, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,32.93%,26.94%,45284.12024180094,24.280291234653617,0.7535000000000001,59.5,45.0,955.0,58.8125,300
